0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
0.20409	0.23490	0.27174	0.31427	0.36173	0.41304	0.46697	0.52226	0.57766	0.63201	0.68415	0.73302	0.77765
